180;
180;
180;
180;
180;
180;
180;
99;
57;
55;
62;
151;
180;
180;
180;
180;
180;
180;
180;
180;
180;
62;
54;
55;
73;
180;
180;
180;
180;
180;
180;
180;
67;
57;
60;
109;
180;
180;
180;
180;
180;
76;
68;
64;
69;
156;
58;
57;
54;
54;
55;
56;
114;
180;
180;
180;
180;
180;
180;
